date,hour,day_of_week,day_name,month,hospital,county,department,wait_time_mins,satisfaction_score,is_weekend
2024-08-23,17,4,Friday,8,Coast General Hospital,Mombasa,Casualty/Emergency,24,4,0
2024-02-25,10,6,Sunday,2,Moi Teaching & Referral Hospital,Eldoret,Outpatient,29,5,1
2024-09-06,10,4,Friday,9,Kenyatta National Hospital,Nairobi,General Surgery,258,3,0
2023-08-06,8,6,Sunday,8,Moi Teaching & Referral Hospital,Eldoret,Maternity,19,4,1
2023-12-25,15,0,Monday,12,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,145,2,0
2024-08-10,9,5,Saturday,8,Moi Teaching & Referral Hospital,Eldoret,General Surgery,129,3,1
2024-09-20,13,4,Friday,9,Coast General Hospital,Mombasa,Outpatient,229,3,0
2024-11-04,15,0,Monday,11,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,88,2,0
2023-10-07,13,5,Saturday,10,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,37,4,1
2023-01-07,9,5,Saturday,1,Pumwani Maternity Hospital,Nairobi,General Surgery,44,5,1
2024-02-15,8,3,Thursday,2,Kenyatta National Hospital,Nairobi,Outpatient,123,3,0
2024-06-27,9,3,Thursday,6,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,158,2,0
2023-06-11,10,6,Sunday,6,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,51,5,1
2023-03-28,16,1,Tuesday,3,Pumwani Maternity Hospital,Nairobi,Maternity,40,5,0
2023-02-20,13,0,Monday,2,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,151,3,0
2024-03-10,11,6,Sunday,3,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,20,5,1
2023-08-09,14,2,Wednesday,8,Kenyatta National Hospital,Nairobi,Casualty/Emergency,27,5,0
2023-04-24,9,0,Monday,4,Coast General Hospital,Mombasa,Pediatrics,200,3,0
2024-11-14,10,3,Thursday,11,Pumwani Maternity Hospital,Nairobi,Pediatrics,131,3,0
2023-02-26,6,6,Sunday,2,Mama Lucy Kibaki Hospital,Nairobi,Maternity,10,4,1
2023-09-19,9,1,Tuesday,9,Kenyatta National Hospital,Nairobi,Outpatient,240,2,0
2024-03-16,9,5,Saturday,3,Moi Teaching & Referral Hospital,Eldoret,General Surgery,117,4,1
2023-08-24,11,3,Thursday,8,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,145,2,0
2023-02-13,11,0,Monday,2,Moi Teaching & Referral Hospital,Eldoret,Outpatient,231,2,0
2024-08-12,11,0,Monday,8,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,121,2,0
2023-04-28,10,4,Friday,4,Mama Lucy Kibaki Hospital,Nairobi,Maternity,105,4,0
2024-04-16,15,1,Tuesday,4,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,120,2,0
2023-04-19,9,2,Wednesday,4,Coast General Hospital,Mombasa,Pediatrics,133,3,0
2023-03-22,10,2,Wednesday,3,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,45,3,0
2023-12-08,14,4,Friday,12,Kenyatta National Hospital,Nairobi,General Surgery,190,3,0
2023-04-27,12,3,Thursday,4,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,52,4,0
2024-10-22,15,1,Tuesday,10,Pumwani Maternity Hospital,Nairobi,Outpatient,80,2,0
2023-09-20,9,2,Wednesday,9,Coast General Hospital,Mombasa,Maternity,104,4,0
2023-03-19,9,6,Sunday,3,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,31,5,1
2024-08-16,11,4,Friday,8,Coast General Hospital,Mombasa,General Surgery,193,2,0
2024-10-04,10,4,Friday,10,Moi Teaching & Referral Hospital,Eldoret,Outpatient,240,2,0
2024-03-28,13,3,Thursday,3,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,194,1,0
2023-12-27,11,2,Wednesday,12,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,100,3,0
2023-02-08,7,2,Wednesday,2,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,60,4,0
2023-04-03,13,0,Monday,4,Coast General Hospital,Mombasa,Pediatrics,163,2,0
2024-08-17,12,5,Saturday,8,Kenyatta National Hospital,Nairobi,Pediatrics,48,5,1
2024-10-29,9,1,Tuesday,10,Coast General Hospital,Mombasa,Pediatrics,142,3,0
2023-06-04,17,6,Sunday,6,Moi Teaching & Referral Hospital,Eldoret,Outpatient,20,5,1
2023-03-28,11,1,Tuesday,3,Pumwani Maternity Hospital,Nairobi,Outpatient,130,1,0
2024-12-25,11,2,Wednesday,12,Moi Teaching & Referral Hospital,Eldoret,General Surgery,133,3,0
2024-09-16,8,0,Monday,9,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,98,3,0
2024-02-23,14,4,Friday,2,Coast General Hospital,Mombasa,Outpatient,104,4,0
2024-10-24,10,3,Thursday,10,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,232,3,0
2024-11-25,10,0,Monday,11,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,221,1,0
2023-12-08,8,4,Friday,12,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,42,4,0
2024-11-02,13,5,Saturday,11,Moi Teaching & Referral Hospital,Eldoret,Maternity,52,5,1
2024-12-26,17,3,Thursday,12,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,74,3,0
2024-10-20,14,6,Sunday,10,Pumwani Maternity Hospital,Nairobi,General Surgery,41,3,1
2024-10-23,13,2,Wednesday,10,Coast General Hospital,Mombasa,Casualty/Emergency,44,3,0
2024-01-07,10,6,Sunday,1,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,13,5,1
2023-07-16,9,6,Sunday,7,Pumwani Maternity Hospital,Nairobi,Maternity,19,4,1
2023-10-30,15,0,Monday,10,Kenyatta National Hospital,Nairobi,General Surgery,191,3,0
2024-06-23,7,6,Sunday,6,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,30,3,1
2024-09-03,10,1,Tuesday,9,Pumwani Maternity Hospital,Nairobi,Maternity,143,3,0
2024-10-01,15,1,Tuesday,10,Pumwani Maternity Hospital,Nairobi,Pediatrics,78,2,0
2024-02-25,10,6,Sunday,2,Pumwani Maternity Hospital,Nairobi,Pediatrics,22,5,1
2024-04-04,9,3,Thursday,4,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,56,4,0
2023-07-18,10,1,Tuesday,7,Coast General Hospital,Mombasa,Pediatrics,155,2,0
2023-10-16,14,0,Monday,10,Coast General Hospital,Mombasa,General Surgery,191,2,0
2023-06-15,15,3,Thursday,6,Coast General Hospital,Mombasa,Maternity,42,4,0
2023-02-23,13,3,Thursday,2,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,166,1,0
2024-12-29,15,6,Sunday,12,Kenyatta National Hospital,Nairobi,Casualty/Emergency,8,4,1
2023-06-14,9,2,Wednesday,6,Coast General Hospital,Mombasa,Maternity,76,3,0
2023-04-04,17,1,Tuesday,4,Pumwani Maternity Hospital,Nairobi,Pediatrics,37,4,0
2023-01-28,10,5,Saturday,1,Moi Teaching & Referral Hospital,Eldoret,General Surgery,101,3,1
2023-08-30,10,2,Wednesday,8,Kenyatta National Hospital,Nairobi,Casualty/Emergency,26,4,0
2023-01-29,10,6,Sunday,1,Kenyatta National Hospital,Nairobi,Casualty/Emergency,8,4,1
2023-05-21,7,6,Sunday,5,Moi Teaching & Referral Hospital,Eldoret,Maternity,10,5,1
2024-04-04,13,3,Thursday,4,Kenyatta National Hospital,Nairobi,Outpatient,109,3,0
2023-08-09,15,2,Wednesday,8,Coast General Hospital,Mombasa,General Surgery,102,4,0
2024-03-09,8,5,Saturday,3,Mama Lucy Kibaki Hospital,Nairobi,Maternity,62,3,1
2023-05-05,7,4,Friday,5,Moi Teaching & Referral Hospital,Eldoret,General Surgery,115,3,0
2023-03-06,8,0,Monday,3,Moi Teaching & Referral Hospital,Eldoret,General Surgery,274,3,0
2023-01-17,13,1,Tuesday,1,Coast General Hospital,Mombasa,Maternity,90,4,0
2023-05-28,9,6,Sunday,5,Kenyatta National Hospital,Nairobi,General Surgery,37,4,1
2023-09-04,12,0,Monday,9,Pumwani Maternity Hospital,Nairobi,Outpatient,161,3,0
2024-01-05,8,4,Friday,1,Coast General Hospital,Mombasa,General Surgery,210,3,0
2024-06-03,12,0,Monday,6,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,148,1,0
2024-10-12,10,5,Saturday,10,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,20,4,1
2024-01-01,14,0,Monday,1,Mama Lucy Kibaki Hospital,Nairobi,Maternity,133,3,0
2024-11-03,13,6,Sunday,11,Coast General Hospital,Mombasa,Casualty/Emergency,16,4,1
2023-02-15,10,2,Wednesday,2,Mama Lucy Kibaki Hospital,Nairobi,Maternity,76,4,0
2024-04-20,18,5,Saturday,4,Moi Teaching & Referral Hospital,Eldoret,Maternity,10,4,1
2023-03-06,14,0,Monday,3,Moi Teaching & Referral Hospital,Eldoret,Outpatient,208,2,0
2023-07-26,7,2,Wednesday,7,Pumwani Maternity Hospital,Nairobi,Outpatient,38,4,0
2023-11-14,11,1,Tuesday,11,Coast General Hospital,Mombasa,Pediatrics,121,2,0
2023-02-07,14,1,Tuesday,2,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,47,4,0
2023-02-18,15,5,Saturday,2,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,16,4,1
2024-01-12,11,4,Friday,1,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,99,3,0
2023-12-14,18,3,Thursday,12,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,21,5,0
2024-06-15,9,5,Saturday,6,Kenyatta National Hospital,Nairobi,Pediatrics,77,2,1
2024-03-16,12,5,Saturday,3,Pumwani Maternity Hospital,Nairobi,General Surgery,93,3,1
2023-11-25,8,5,Saturday,11,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,32,4,1
2024-04-01,12,0,Monday,4,Moi Teaching & Referral Hospital,Eldoret,Maternity,177,3,0
2024-03-30,10,5,Saturday,3,Kenyatta National Hospital,Nairobi,Casualty/Emergency,21,5,1
2023-10-09,13,0,Monday,10,Kenyatta National Hospital,Nairobi,Outpatient,240,3,0
2024-10-14,10,0,Monday,10,Coast General Hospital,Mombasa,Maternity,167,1,0
2023-05-27,15,5,Saturday,5,Moi Teaching & Referral Hospital,Eldoret,Outpatient,69,2,1
2023-03-10,9,4,Friday,3,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,63,3,0
2024-08-03,7,5,Saturday,8,Pumwani Maternity Hospital,Nairobi,Pediatrics,16,5,1
2024-01-16,11,1,Tuesday,1,Kenyatta National Hospital,Nairobi,General Surgery,148,1,0
2024-06-26,10,2,Wednesday,6,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,16,4,0
2023-04-27,7,3,Thursday,4,Pumwani Maternity Hospital,Nairobi,Pediatrics,36,5,0
2024-02-01,16,3,Thursday,2,Kenyatta National Hospital,Nairobi,Casualty/Emergency,19,5,0
2024-12-21,11,5,Saturday,12,Coast General Hospital,Mombasa,Casualty/Emergency,23,5,1
2023-07-24,8,0,Monday,7,Kenyatta National Hospital,Nairobi,Pediatrics,198,1,0
2024-12-31,11,1,Tuesday,12,Kenyatta National Hospital,Nairobi,Casualty/Emergency,82,4,0
2023-12-22,14,4,Friday,12,Coast General Hospital,Mombasa,General Surgery,236,2,0
2023-11-04,15,5,Saturday,11,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,13,4,1
2023-05-05,19,4,Friday,5,Pumwani Maternity Hospital,Nairobi,Maternity,12,5,0
2023-01-27,10,4,Friday,1,Coast General Hospital,Mombasa,Casualty/Emergency,84,3,0
2024-07-18,8,3,Thursday,7,Kenyatta National Hospital,Nairobi,Outpatient,78,3,0
2024-02-12,19,0,Monday,2,Moi Teaching & Referral Hospital,Eldoret,General Surgery,66,3,0
2024-02-24,15,5,Saturday,2,Kenyatta National Hospital,Nairobi,Maternity,38,4,1
2024-10-19,8,5,Saturday,10,Moi Teaching & Referral Hospital,Eldoret,General Surgery,74,3,1
2023-05-12,16,4,Friday,5,Coast General Hospital,Mombasa,General Surgery,55,3,0
2023-05-13,11,5,Saturday,5,Kenyatta National Hospital,Nairobi,Outpatient,82,4,1
2023-06-06,9,1,Tuesday,6,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,70,4,0
2023-08-19,10,5,Saturday,8,Coast General Hospital,Mombasa,Casualty/Emergency,38,3,1
2023-09-14,9,3,Thursday,9,Coast General Hospital,Mombasa,Casualty/Emergency,32,3,0
2024-10-02,9,2,Wednesday,10,Coast General Hospital,Mombasa,Outpatient,110,4,0
2024-10-18,8,4,Friday,10,Coast General Hospital,Mombasa,Maternity,115,2,0
2024-11-05,13,1,Tuesday,11,Coast General Hospital,Mombasa,Casualty/Emergency,53,5,0
2023-02-12,15,6,Sunday,2,Kenyatta National Hospital,Nairobi,Outpatient,20,4,1
2024-10-18,14,4,Friday,10,Mama Lucy Kibaki Hospital,Nairobi,Maternity,109,4,0
2024-03-02,13,5,Saturday,3,Kenyatta National Hospital,Nairobi,Pediatrics,33,5,1
2024-07-12,9,4,Friday,7,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,172,1,0
2024-12-02,10,0,Monday,12,Moi Teaching & Referral Hospital,Eldoret,Outpatient,240,3,0
2023-03-03,8,4,Friday,3,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,166,2,0
2023-07-28,10,4,Friday,7,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,89,4,0
2023-11-23,14,3,Thursday,11,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,57,3,0
2024-01-15,11,0,Monday,1,Kenyatta National Hospital,Nairobi,Casualty/Emergency,40,3,0
2024-04-22,8,0,Monday,4,Moi Teaching & Referral Hospital,Eldoret,Maternity,180,1,0
2023-04-10,7,0,Monday,4,Moi Teaching & Referral Hospital,Eldoret,General Surgery,126,2,0
2023-09-12,18,1,Tuesday,9,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,9,5,0
2023-07-14,14,4,Friday,7,Moi Teaching & Referral Hospital,Eldoret,General Surgery,270,2,0
2024-05-25,16,5,Saturday,5,Moi Teaching & Referral Hospital,Eldoret,Outpatient,33,3,1
2024-02-07,11,2,Wednesday,2,Pumwani Maternity Hospital,Nairobi,Maternity,87,4,0
2023-12-28,7,3,Thursday,12,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,44,5,0
2024-10-31,13,3,Thursday,10,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,251,1,0
2023-04-21,11,4,Friday,4,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,92,3,0
2024-01-10,7,2,Wednesday,1,Kenyatta National Hospital,Nairobi,General Surgery,53,5,0
2023-07-19,10,2,Wednesday,7,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,153,2,0
2024-05-31,11,4,Friday,5,Coast General Hospital,Mombasa,Casualty/Emergency,72,4,0
2024-11-27,13,2,Wednesday,11,Pumwani Maternity Hospital,Nairobi,Outpatient,137,2,0
2024-01-18,14,3,Thursday,1,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,98,3,0
2023-05-28,9,6,Sunday,5,Coast General Hospital,Mombasa,Pediatrics,40,5,1
2023-02-11,7,5,Saturday,2,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,13,5,1
2024-06-15,11,5,Saturday,6,Coast General Hospital,Mombasa,General Surgery,36,3,1
2023-12-02,17,5,Saturday,12,Mama Lucy Kibaki Hospital,Nairobi,Maternity,10,5,1
2024-09-23,14,0,Monday,9,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,89,3,0
2024-06-03,15,0,Monday,6,Coast General Hospital,Mombasa,Pediatrics,107,4,0
2024-07-30,9,1,Tuesday,7,Kenyatta National Hospital,Nairobi,Casualty/Emergency,89,3,0
2024-11-20,8,2,Wednesday,11,Moi Teaching & Referral Hospital,Eldoret,General Surgery,208,2,0
2024-12-05,13,3,Thursday,12,Coast General Hospital,Mombasa,Pediatrics,99,3,0
2024-11-02,14,5,Saturday,11,Coast General Hospital,Mombasa,General Surgery,102,2,1
2023-02-22,12,2,Wednesday,2,Pumwani Maternity Hospital,Nairobi,General Surgery,63,4,0
2024-09-26,14,3,Thursday,9,Moi Teaching & Referral Hospital,Eldoret,Maternity,33,5,0
2023-09-06,7,2,Wednesday,9,Kenyatta National Hospital,Nairobi,Maternity,28,4,0
2024-03-27,10,2,Wednesday,3,Pumwani Maternity Hospital,Nairobi,Pediatrics,110,4,0
2023-07-28,10,4,Friday,7,Coast General Hospital,Mombasa,Pediatrics,156,3,0
2023-03-05,13,6,Sunday,3,Coast General Hospital,Mombasa,Maternity,10,5,1
2024-11-09,11,5,Saturday,11,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,22,4,1
2024-04-15,16,0,Monday,4,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,87,3,0
2024-11-23,14,5,Saturday,11,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,83,3,1
2023-07-16,17,6,Sunday,7,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,30,4,1
2023-08-19,17,5,Saturday,8,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,6,4,1
2024-12-07,13,5,Saturday,12,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,41,4,1
2024-07-27,17,5,Saturday,7,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,6,4,1
2024-08-10,13,5,Saturday,8,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,47,4,1
2023-05-30,9,1,Tuesday,5,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,240,2,0
2024-03-28,13,3,Thursday,3,Moi Teaching & Referral Hospital,Eldoret,Maternity,54,3,0
2024-07-05,9,4,Friday,7,Coast General Hospital,Mombasa,Casualty/Emergency,96,2,0
2023-04-22,13,5,Saturday,4,Coast General Hospital,Mombasa,Maternity,32,3,1
2023-02-21,13,1,Tuesday,2,Coast General Hospital,Mombasa,Maternity,69,4,0
2023-08-27,7,6,Sunday,8,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,5,5,1
2023-04-13,13,3,Thursday,4,Pumwani Maternity Hospital,Nairobi,Outpatient,80,4,0
2023-06-11,10,6,Sunday,6,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,24,4,1
2023-10-22,10,6,Sunday,10,Kenyatta National Hospital,Nairobi,Outpatient,22,4,1
2024-07-01,14,0,Monday,7,Kenyatta National Hospital,Nairobi,Maternity,180,2,0
2023-06-30,17,4,Friday,6,Kenyatta National Hospital,Nairobi,Pediatrics,50,4,0
2023-07-10,17,0,Monday,7,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,59,3,0
2023-11-02,12,3,Thursday,11,Kenyatta National Hospital,Nairobi,Casualty/Emergency,40,4,0
2024-04-10,19,2,Wednesday,4,Coast General Hospital,Mombasa,General Surgery,30,4,0
2023-05-18,15,3,Thursday,5,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,30,3,0
2023-04-26,10,2,Wednesday,4,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,54,5,0
2023-07-10,6,0,Monday,7,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,15,4,0
2023-06-29,13,3,Thursday,6,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,81,4,0
2023-12-02,8,5,Saturday,12,Kenyatta National Hospital,Nairobi,Maternity,35,3,1
2024-05-03,10,4,Friday,5,Pumwani Maternity Hospital,Nairobi,Outpatient,174,2,0
2024-01-28,9,6,Sunday,1,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,5,5,1
2024-08-19,14,0,Monday,8,Kenyatta National Hospital,Nairobi,Casualty/Emergency,36,5,0
2024-01-04,13,3,Thursday,1,Kenyatta National Hospital,Nairobi,Outpatient,164,2,0
2023-11-11,8,5,Saturday,11,Coast General Hospital,Mombasa,Casualty/Emergency,37,5,1
2023-05-01,13,0,Monday,5,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,69,4,0
2023-08-15,9,1,Tuesday,8,Pumwani Maternity Hospital,Nairobi,Pediatrics,184,1,0
2024-04-10,14,2,Wednesday,4,Coast General Hospital,Mombasa,Casualty/Emergency,36,4,0
2024-12-19,12,3,Thursday,12,Moi Teaching & Referral Hospital,Eldoret,General Surgery,249,3,0
2023-08-12,14,5,Saturday,8,Coast General Hospital,Mombasa,Outpatient,69,4,1
2024-04-02,12,1,Tuesday,4,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,109,4,0
2023-04-25,8,1,Tuesday,4,Coast General Hospital,Mombasa,General Surgery,143,1,0
2024-08-09,12,4,Friday,8,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,26,5,0
2023-04-30,13,6,Sunday,4,Coast General Hospital,Mombasa,Pediatrics,25,4,1
2024-06-06,11,3,Thursday,6,Kenyatta National Hospital,Nairobi,Pediatrics,75,2,0
2024-06-09,10,6,Sunday,6,Coast General Hospital,Mombasa,Outpatient,20,5,1
2024-11-19,15,1,Tuesday,11,Kenyatta National Hospital,Nairobi,Pediatrics,66,3,0
2023-01-04,14,2,Wednesday,1,Coast General Hospital,Mombasa,Outpatient,58,3,0
2024-03-09,10,5,Saturday,3,Kenyatta National Hospital,Nairobi,General Surgery,143,1,1
2023-03-12,19,6,Sunday,3,Moi Teaching & Referral Hospital,Eldoret,Outpatient,20,5,1
2024-02-23,9,4,Friday,2,Pumwani Maternity Hospital,Nairobi,Pediatrics,179,2,0
2024-01-27,11,5,Saturday,1,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,70,2,1
2024-11-30,18,5,Saturday,11,Coast General Hospital,Mombasa,Maternity,10,5,1
2023-05-02,9,1,Tuesday,5,Coast General Hospital,Mombasa,Pediatrics,116,4,0
2023-05-11,14,3,Thursday,5,Pumwani Maternity Hospital,Nairobi,Outpatient,151,1,0
2023-11-02,11,3,Thursday,11,Coast General Hospital,Mombasa,Pediatrics,112,4,0
2024-01-24,15,2,Wednesday,1,Pumwani Maternity Hospital,Nairobi,Pediatrics,40,4,0
2023-06-08,9,3,Thursday,6,Kenyatta National Hospital,Nairobi,Outpatient,152,3,0
2024-03-05,13,1,Tuesday,3,Kenyatta National Hospital,Nairobi,Maternity,66,2,0
2023-03-10,8,4,Friday,3,Kenyatta National Hospital,Nairobi,Pediatrics,84,4,0
2024-11-19,13,1,Tuesday,11,Kenyatta National Hospital,Nairobi,Maternity,115,4,0
2023-02-15,10,2,Wednesday,2,Pumwani Maternity Hospital,Nairobi,General Surgery,249,1,0
2023-02-27,8,0,Monday,2,Mama Lucy Kibaki Hospital,Nairobi,Maternity,83,4,0
2024-08-12,10,0,Monday,8,Coast General Hospital,Mombasa,Casualty/Emergency,108,2,0
2023-11-06,16,0,Monday,11,Coast General Hospital,Mombasa,Maternity,57,4,0
2023-11-04,9,5,Saturday,11,Coast General Hospital,Mombasa,General Surgery,92,4,1
2023-06-29,13,3,Thursday,6,Moi Teaching & Referral Hospital,Eldoret,General Surgery,127,2,0
2023-02-18,18,5,Saturday,2,Moi Teaching & Referral Hospital,Eldoret,General Surgery,30,4,1
2024-12-14,10,5,Saturday,12,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,28,5,1
2023-07-08,14,5,Saturday,7,Moi Teaching & Referral Hospital,Eldoret,Maternity,25,4,1
2023-11-04,15,5,Saturday,11,Pumwani Maternity Hospital,Nairobi,Pediatrics,37,3,1
2024-07-29,10,0,Monday,7,Moi Teaching & Referral Hospital,Eldoret,General Surgery,300,3,0
2023-05-18,10,3,Thursday,5,Mama Lucy Kibaki Hospital,Nairobi,Maternity,88,3,0
2024-10-24,8,3,Thursday,10,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,36,3,0
2024-07-02,14,1,Tuesday,7,Pumwani Maternity Hospital,Nairobi,Outpatient,100,3,0
2024-01-22,13,0,Monday,1,Coast General Hospital,Mombasa,Outpatient,238,1,0
2023-07-12,15,2,Wednesday,7,Coast General Hospital,Mombasa,General Surgery,107,2,0
2024-05-05,9,6,Sunday,5,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,11,4,1
2023-08-05,17,5,Saturday,8,Kenyatta National Hospital,Nairobi,Pediatrics,19,4,1
2024-12-13,12,4,Friday,12,Pumwani Maternity Hospital,Nairobi,Pediatrics,132,1,0
2024-07-19,10,4,Friday,7,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,79,3,0
2024-06-30,13,6,Sunday,6,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,13,5,1
2024-06-09,16,6,Sunday,6,Moi Teaching & Referral Hospital,Eldoret,Outpatient,20,5,1
2023-11-24,16,4,Friday,11,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,39,4,0
2023-02-16,12,3,Thursday,2,Pumwani Maternity Hospital,Nairobi,Maternity,49,3,0
2023-09-25,12,0,Monday,9,Coast General Hospital,Mombasa,General Surgery,99,4,0
2024-03-03,9,6,Sunday,3,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,8,4,1
2024-01-24,12,2,Wednesday,1,Pumwani Maternity Hospital,Nairobi,Pediatrics,68,4,0
2024-11-01,17,4,Friday,11,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,25,5,0
2024-10-19,14,5,Saturday,10,Moi Teaching & Referral Hospital,Eldoret,Maternity,25,5,1
2023-06-23,8,4,Friday,6,Coast General Hospital,Mombasa,Pediatrics,171,1,0
2024-07-09,19,1,Tuesday,7,Kenyatta National Hospital,Nairobi,General Surgery,30,3,0
2023-03-18,17,5,Saturday,3,Kenyatta National Hospital,Nairobi,Outpatient,22,5,1
2023-05-21,15,6,Sunday,5,Pumwani Maternity Hospital,Nairobi,Outpatient,20,4,1
2023-01-10,9,1,Tuesday,1,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,59,3,0
2024-09-24,13,1,Tuesday,9,Coast General Hospital,Mombasa,Pediatrics,115,4,0
2024-05-14,6,1,Tuesday,5,Coast General Hospital,Mombasa,General Surgery,30,4,0
2023-01-13,7,4,Friday,1,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,81,3,0
2023-01-18,11,2,Wednesday,1,Moi Teaching & Referral Hospital,Eldoret,Maternity,84,2,0
2023-04-09,11,6,Sunday,4,Pumwani Maternity Hospital,Nairobi,Maternity,16,5,1
2023-12-29,9,4,Friday,12,Moi Teaching & Referral Hospital,Eldoret,Outpatient,240,2,0
2024-02-20,11,1,Tuesday,2,Pumwani Maternity Hospital,Nairobi,Maternity,59,4,0
2024-12-01,15,6,Sunday,12,Kenyatta National Hospital,Nairobi,Outpatient,24,4,1
2024-02-20,10,1,Tuesday,2,Coast General Hospital,Mombasa,Pediatrics,198,1,0
2024-10-14,6,0,Monday,10,Pumwani Maternity Hospital,Nairobi,Outpatient,20,5,0
2024-03-20,13,2,Wednesday,3,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,98,2,0
2024-06-24,16,0,Monday,6,Pumwani Maternity Hospital,Nairobi,Maternity,84,4,0
